image_name,suggested_crime_type,confidence,blood,gun,knife,shell_casing,fingerprint,gloves
blood_101.jpg,vandalism,0.5,0,0,0,0,0,0
blood_102.jpg,vandalism,0.5,0,0,0,0,0,0
blood_103.jpg,vandalism,0.5,0,0,0,0,0,0
blood_104.jpg,vandalism,0.5,0,0,0,0,0,0
blood_105.jpg,vandalism,0.5,0,0,0,0,0,0
blood_106.jpg,vandalism,0.5,0,0,0,0,0,0
blood_107.jpg,vandalism,0.5,0,0,0,0,0,0
blood_108.jpg,vandalism,0.5,0,0,0,0,0,0
blood_109.jpg,vandalism,0.5,0,0,0,0,0,0
blood_110.jpg,vandalism,0.5,0,0,0,0,0,0
blood_111.jpg,vandalism,0.5,0,0,0,0,0,0
blood_112.jpg,vandalism,0.5,0,0,0,0,0,0
blood_113.jpg,vandalism,0.5,0,0,0,0,0,0
blood_114.jpg,vandalism,0.5,0,0,0,0,0,0
blood_115.jpg,vandalism,0.5,0,0,0,0,0,0
blood_116.jpg,vandalism,0.5,0,0,0,0,0,0
blood_117.jpg,vandalism,0.5,0,0,0,0,0,0
blood_118.jpg,assault,0.65,1,0,0,0,0,0
blood_119.jpg,armed_robbery,0.75,0,1,0,0,0,0
blood_120.jpg,vandalism,0.5,0,0,0,0,0,0
blood_121.jpg,vandalism,0.5,0,0,0,0,0,0
blood_122.jpg,vandalism,0.5,0,0,0,0,0,0
blood_123.jpg,vandalism,0.5,0,0,0,0,0,0
blood_124.jpg,vandalism,0.5,0,0,0,0,0,0
blood_125.jpg,vandalism,0.5,0,0,0,0,0,0
blood_126.jpg,vandalism,0.5,0,0,0,0,0,0
blood_127.jpg,vandalism,0.5,0,0,0,0,0,0
blood_128.jpg,armed_robbery,0.75,0,0,1,0,0,0
blood_129.jpg,vandalism,0.5,0,0,0,0,0,0
blood_130.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_051.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_052.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_053.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_054.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_055.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_056.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_057.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_058.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_059.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_060.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_061.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_062.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_063.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_064.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_065.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_066.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_067.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_068.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_069.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_070.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_071.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_072.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_073.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_074.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_075.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_076.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_077.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_078.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_079.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_080.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_081.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_082.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_083.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_084.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_085.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_086.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_087.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_088.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_089.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_090.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_091.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_092.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_093.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_094.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_095.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_096.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_097.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_098.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_099.jpg,vandalism,0.5,0,0,0,0,0,0
bullet_hole_100.jpg,vandalism,0.5,0,0,0,0,0,0
gloves_1.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_10.jpg,armed_robbery,0.75,0,0,3,0,0,0
gloves_11.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_12.jpg,armed_robbery,0.75,0,0,2,0,0,0
gloves_13.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_14.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_15.jpg,armed_robbery,0.75,0,0,2,0,0,0
gloves_16.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_17.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_18.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_19.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_2.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_20.jpg,armed_robbery,0.75,0,0,2,0,0,0
gloves_21.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_22.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_23.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_24.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_25.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_26.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_27.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_28.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_29.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_3.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_30.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_4.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_5.jpg,armed_robbery,0.75,0,0,2,0,0,0
gloves_6.jpg,armed_robbery,0.75,0,0,1,0,0,0
gloves_7.jpg,armed_robbery,0.75,0,0,2,0,0,0
gloves_8.jpg,armed_robbery,0.75,0,0,3,0,0,0
gloves_9.jpg,armed_robbery,0.75,0,0,2,0,0,0
gun_036.jpg,armed_robbery,0.6,0,0,0,2,0,0
gun_037.jpg,armed_robbery,0.55,0,0,0,1,0,0
gun_041.jpg,vandalism,0.5,0,0,0,0,0,0
gun_042.jpg,vandalism,0.5,0,0,0,0,0,0
gun_043.jpg,vandalism,0.5,0,0,0,0,0,0
gun_044.jpg,vandalism,0.5,0,0,0,0,0,0
gun_045.jpg,vandalism,0.5,0,0,0,0,0,0
gun_046.jpg,vandalism,0.5,0,0,0,0,0,0
gun_047.jpg,vandalism,0.5,0,0,0,0,0,0
gun_048.jpg,vandalism,0.5,0,0,0,0,0,0
gun_049.jpg,vandalism,0.5,0,0,0,0,0,0
gun_050.jpg,vandalism,0.5,0,0,0,0,0,0
gun_051.jpg,vandalism,0.5,0,0,0,0,0,0
gun_052.jpg,vandalism,0.5,0,0,0,0,0,0
gun_053.jpg,vandalism,0.5,0,0,0,0,0,0
gun_054.jpg,vandalism,0.5,0,0,0,0,0,0
gun_055.jpg,vandalism,0.5,0,0,0,0,0,0
gun_056.jpg,vandalism,0.5,0,0,0,0,0,0
gun_057.jpg,vandalism,0.5,0,0,0,0,0,0
gun_058.jpg,vandalism,0.5,0,0,0,0,0,0
gun_059.jpg,vandalism,0.5,0,0,0,0,0,0
gun_060.jpg,vandalism,0.5,0,0,0,0,0,0
gun_061.jpg,vandalism,0.5,0,0,0,0,0,0
gun_062.jpg,vandalism,0.5,0,0,0,0,0,0
gun_063.jpg,vandalism,0.5,0,0,0,0,0,0
gun_064.jpg,vandalism,0.5,0,0,0,0,0,0
gun_065.jpg,vandalism,0.5,0,0,0,0,0,0
gun_066.jpg,vandalism,0.5,0,0,0,0,0,0
gun_067.jpg,vandalism,0.5,0,0,0,0,0,0
gun_068.jpg,vandalism,0.5,0,0,0,0,0,0
gun_069.jpg,vandalism,0.5,0,0,0,0,0,0
gun_070.jpg,vandalism,0.5,0,0,0,0,0,0
gun_071.jpg,vandalism,0.5,0,0,0,0,0,0
gun_072.jpg,vandalism,0.5,0,0,0,0,0,0
gun_073.jpg,vandalism,0.5,0,0,0,0,0,0
gun_074.jpg,vandalism,0.5,0,0,0,0,0,0
gun_075.jpg,vandalism,0.5,0,0,0,0,0,0
gun_076.jpg,vandalism,0.5,0,0,0,0,0,0
gun_077.jpg,vandalism,0.5,0,0,0,0,0,0
gun_078.jpg,vandalism,0.5,0,0,0,0,0,0
gun_079.jpg,vandalism,0.5,0,0,0,0,0,0
gun_080.jpg,vandalism,0.5,0,0,0,0,0,0
gun_081.jpg,vandalism,0.5,0,0,0,0,0,0
gun_082.jpg,vandalism,0.5,0,0,0,0,0,0
gun_083.jpg,vandalism,0.5,0,0,0,0,0,0
gun_084.jpg,vandalism,0.5,0,0,0,0,0,0
gun_085.jpg,vandalism,0.5,0,0,0,0,0,0
gun_086.jpg,vandalism,0.5,0,0,0,0,0,0
gun_087.jpg,vandalism,0.5,0,0,0,0,0,0
gun_088.jpg,vandalism,0.5,0,0,0,0,0,0
gun_089.jpg,vandalism,0.5,0,0,0,0,0,0
gun_090.jpg,vandalism,0.5,0,0,0,0,0,0
gun_091.jpg,vandalism,0.5,0,0,0,0,0,0
gun_092.jpg,vandalism,0.5,0,0,0,0,0,0
gun_093.jpg,vandalism,0.5,0,0,0,0,0,0
gun_094.jpg,vandalism,0.5,0,0,0,0,0,0
gun_095.jpg,vandalism,0.5,0,0,0,0,0,0
gun_096.jpg,vandalism,0.5,0,0,0,0,0,0
gun_097.jpg,vandalism,0.5,0,0,0,0,0,0
gun_098.jpg,vandalism,0.5,0,0,0,0,0,0
gun_099.jpg,vandalism,0.5,0,0,0,0,0,0
gun_100.jpg,vandalism,0.5,0,0,0,0,0,0
gun_101.jpg,vandalism,0.5,0,0,0,0,0,0
gun_102.jpg,vandalism,0.5,0,0,0,0,0,0
gun_103.jpg,vandalism,0.5,0,0,0,0,0,0
gun_104.jpg,vandalism,0.5,0,0,0,0,0,0
gun_105.jpg,vandalism,0.5,0,0,0,0,0,0
gun_106.jpg,vandalism,0.5,0,0,0,0,0,0
gun_107.jpg,vandalism,0.5,0,0,0,0,0,0
gun_108.jpg,vandalism,0.5,0,0,0,0,0,0
gun_109.jpg,vandalism,0.5,0,0,0,0,0,0
gun_110.jpg,vandalism,0.5,0,0,0,0,0,0
gun_111.jpg,vandalism,0.5,0,0,0,0,0,0
gun_112.jpg,vandalism,0.5,0,0,0,0,0,0
gun_113.jpg,vandalism,0.5,0,0,0,0,0,0
gun_114.jpg,vandalism,0.5,0,0,0,0,0,0
gun_115.jpg,vandalism,0.5,0,0,0,0,0,0
gun_116.jpg,vandalism,0.5,0,0,0,0,0,0
gun_117.jpg,vandalism,0.5,0,0,0,0,0,0
gun_118.jpg,vandalism,0.5,0,0,0,0,0,0
gun_119.jpg,vandalism,0.5,0,0,0,0,0,0
gun_120.jpg,vandalism,0.5,0,0,0,0,0,0
gun_121.jpg,vandalism,0.5,0,0,0,0,0,0
gun_122.jpg,vandalism,0.5,0,0,0,0,0,0
gun_123.jpg,vandalism,0.5,0,0,0,0,0,0
gun_124.jpg,vandalism,0.5,0,0,0,0,0,0
gun_125.jpg,vandalism,0.5,0,0,0,0,0,0
gun_126.jpg,vandalism,0.5,0,0,0,0,0,0
gun_127.jpg,vandalism,0.5,0,0,0,0,0,0
gun_128.jpg,vandalism,0.5,0,0,0,0,0,0
gun_129.jpg,vandalism,0.5,0,0,0,0,0,0
gun_130.jpg,vandalism,0.5,0,0,0,0,0,0
gun_131.jpg,vandalism,0.5,0,0,0,0,0,0
gun_132.jpg,vandalism,0.5,0,0,0,0,0,0
gun_133.jpg,vandalism,0.5,0,0,0,0,0,0
gun_134.jpg,vandalism,0.5,0,0,0,0,0,0
gun_135.jpg,vandalism,0.5,0,0,0,0,0,0
gun_136.jpg,vandalism,0.5,0,0,0,0,0,0
gun_137.jpg,vandalism,0.5,0,0,0,0,0,0
gun_138.jpg,vandalism,0.5,0,0,0,0,0,0
gun_139.jpg,vandalism,0.5,0,0,0,0,0,0
gun_140.jpg,vandalism,0.5,0,0,0,0,0,0
gun_141.jpg,vandalism,0.5,0,0,0,0,0,0
gun_142.jpg,vandalism,0.5,0,0,0,0,0,0
gun_143.jpg,vandalism,0.5,0,0,0,0,0,0
gun_144.jpg,vandalism,0.5,0,0,0,0,0,0
gun_145.jpg,vandalism,0.5,0,0,0,0,0,0
gun_146.jpg,vandalism,0.5,0,0,0,0,0,0
gun_147.jpg,burglary,0.75,0,0,0,0,1,0
gun_148.jpg,burglary,0.75,0,0,0,0,1,0
gun_149.jpg,burglary,0.75,0,0,0,0,1,0
gun_150.jpg,burglary,0.8,0,0,0,0,2,0
gun_151.jpg,burglary,0.75,0,0,0,0,1,0
gun_152.jpg,burglary,0.75,0,0,0,0,1,0
gun_153.jpg,armed_robbery,0.75,0,0,1,0,0,0
gun_154.jpg,armed_robbery,0.75,0,0,1,0,0,0
gun_155.jpg,armed_robbery,0.75,0,0,1,0,0,0
gun_156.jpg,vandalism,0.5,0,0,0,0,0,0
gun_157.jpg,vandalism,0.5,0,0,0,0,0,0
gun_158.jpg,vandalism,0.5,0,0,0,0,0,0
gun_159.jpg,vandalism,0.5,0,0,0,0,0,0
gun_160.jpg,armed_robbery,0.75,0,0,1,0,0,0
gun_161.jpg,vandalism,0.5,0,0,0,0,0,0
gun_162.jpg,assault,0.65,1,0,0,0,0,0
gun_163.jpg,vandalism,0.5,0,0,0,0,0,0
gun_164.jpg,assault,0.65,1,0,0,0,0,0
gun_165.jpg,vandalism,0.5,0,0,0,0,0,0
gun_166.jpg,vandalism,0.5,0,0,0,0,0,0
gun_167.jpg,vandalism,0.5,0,0,0,0,0,0
gun_168.jpg,vandalism,0.5,0,0,0,0,0,0
gun_169.jpg,vandalism,0.5,0,0,0,0,0,0
gun_170.jpg,vandalism,0.5,0,0,0,0,0,0
gun_171.jpg,vandalism,0.5,0,0,0,0,0,0
gun_172.jpg,vandalism,0.5,0,0,0,0,0,0
gun_173.jpg,vandalism,0.5,0,0,0,0,0,0
gun_174.jpg,vandalism,0.5,0,0,0,0,0,0
gun_175.jpg,armed_robbery,0.55,0,0,0,1,0,0
gun_176.jpg,armed_robbery,0.6,0,0,0,2,0,0
gun_177.jpg,vandalism,0.5,0,0,0,0,0,0
gun_178.jpg,armed_robbery,0.55,0,0,0,0,0,0
gun_179.jpg,vandalism,0.5,0,0,0,0,0,0
gun_180.jpg,armed_robbery,0.75,0,1,0,0,0,0
gun_181.jpg,armed_robbery,0.75,0,1,0,0,0,0
gun_182.jpg,armed_robbery,0.75,0,1,0,0,0,0
gun_183.jpg,vandalism,0.5,0,0,0,0,0,0
gun_184.jpg,vandalism,0.5,0,0,0,0,0,0
gun_185.jpg,vandalism,0.5,0,0,0,0,0,0
gun_186.jpg,vandalism,0.5,0,0,0,0,0,0
gun_187.jpg,armed_robbery,0.75,0,1,0,0,0,0
gun_188.jpg,vandalism,0.5,0,0,0,0,0,0
gun_189.jpg,vandalism,0.5,0,0,0,0,0,0
gun_190.jpg,vandalism,0.5,0,0,0,0,0,0
gun_191.jpg,vandalism,0.5,0,0,0,0,0,0
gun_192.jpg,vandalism,0.5,0,0,0,0,0,0
gun_193.jpg,vandalism,0.5,0,0,0,0,0,0
gun_194.jpg,vandalism,0.5,0,0,0,0,0,0
gun_195.jpg,burglary,0.75,0,0,0,0,0,0
gun_196.jpg,burglary,0.75,0,0,0,0,0,0
gun_197.jpg,burglary,0.75,0,0,0,0,0,0
gun_198.jpg,vandalism,0.5,0,0,0,0,0,0
gun_199.jpg,vandalism,0.5,0,0,0,0,0,0
gun_200.jpg,vandalism,0.5,0,0,0,0,0,0
knife_071.jpg,vandalism,0.5,0,0,0,0,0,0
knife_072.jpg,vandalism,0.5,0,0,0,0,0,0
knife_073.jpg,vandalism,0.5,0,0,0,0,0,0
knife_074.jpg,vandalism,0.5,0,0,0,0,0,0
knife_075.jpg,vandalism,0.5,0,0,0,0,0,0
knife_076.jpg,vandalism,0.5,0,0,0,0,0,0
knife_077.jpg,vandalism,0.5,0,0,0,0,0,0
knife_078.jpg,vandalism,0.5,0,0,0,0,0,0
knife_079.jpg,vandalism,0.5,0,0,0,0,0,0
knife_080.jpg,vandalism,0.5,0,0,0,0,0,0
knife_081.jpg,vandalism,0.5,0,0,0,0,0,0
knife_082.jpg,vandalism,0.5,0,0,0,0,0,0
knife_083.jpg,vandalism,0.5,0,0,0,0,0,0
knife_084.jpg,vandalism,0.5,0,0,0,0,0,0
knife_085.jpg,vandalism,0.5,0,0,0,0,0,0
knife_086.jpg,vandalism,0.5,0,0,0,0,0,0
knife_087.jpg,vandalism,0.5,0,0,0,0,0,0
knife_088.jpg,vandalism,0.5,0,0,0,0,0,0
knife_089.jpg,vandalism,0.5,0,0,0,0,0,0
knife_090.jpg,vandalism,0.5,0,0,0,0,0,0
knife_091.jpg,vandalism,0.5,0,0,0,0,0,0
knife_092.jpg,vandalism,0.5,0,0,0,0,0,0
knife_093.jpg,vandalism,0.5,0,0,0,0,0,0
knife_094.jpg,vandalism,0.5,0,0,0,0,0,0
knife_095.jpg,vandalism,0.5,0,0,0,0,0,0
knife_096.jpg,vandalism,0.5,0,0,0,0,0,0
knife_097.jpg,vandalism,0.5,0,0,0,0,0,0
knife_098.jpg,vandalism,0.5,0,0,0,0,0,0
knife_099.jpg,vandalism,0.5,0,0,0,0,0,0
knife_10.jpg,burglary,0.75,0,0,0,0,0,0
knife_100.jpg,vandalism,0.5,0,0,0,0,0,0
knife_101.jpg,vandalism,0.5,0,0,0,0,0,0
knife_102.jpg,vandalism,0.5,0,0,0,0,0,0
knife_103.jpg,vandalism,0.5,0,0,0,0,0,0
knife_104.jpg,vandalism,0.5,0,0,0,0,0,0
knife_105.jpg,vandalism,0.5,0,0,0,0,0,0
knife_106.jpg,vandalism,0.5,0,0,0,0,0,0
knife_107.jpg,vandalism,0.5,0,0,0,0,0,0
knife_108.jpg,vandalism,0.5,0,0,0,0,0,0
knife_109.jpg,vandalism,0.5,0,0,0,0,0,0
knife_11.jpg,burglary,0.75,0,0,0,0,0,0
knife_110.jpg,vandalism,0.5,0,0,0,0,0,0
knife_111.jpg,vandalism,0.5,0,0,0,0,0,0
knife_112.jpg,vandalism,0.5,0,0,0,0,0,0
knife_113.jpg,vandalism,0.5,0,0,0,0,0,0
knife_114.jpg,vandalism,0.5,0,0,0,0,0,0
knife_115.jpg,vandalism,0.5,0,0,0,0,0,0
knife_116.jpg,vandalism,0.5,0,0,0,0,0,0
knife_117.jpg,vandalism,0.5,0,0,0,0,0,0
knife_118.jpg,vandalism,0.5,0,0,0,0,0,0
knife_119.jpg,vandalism,0.5,0,0,0,0,0,0
knife_12.jpg,burglary,0.8,0,0,0,0,0,0
knife_120.jpg,vandalism,0.5,0,0,0,0,0,0
knife_121.jpg,vandalism,0.5,0,0,0,0,0,0
knife_122.jpg,vandalism,0.5,0,0,0,0,0,0
knife_123.jpg,vandalism,0.5,0,0,0,0,0,0
knife_124.jpg,vandalism,0.5,0,0,0,0,0,0
knife_125.jpg,vandalism,0.5,0,0,0,0,0,0
knife_126.jpg,vandalism,0.5,0,0,0,0,0,0
knife_127.jpg,vandalism,0.5,0,0,0,0,0,0
knife_128.jpg,vandalism,0.5,0,0,0,0,0,0
knife_129.jpg,vandalism,0.5,0,0,0,0,0,0
knife_13.jpg,burglary,0.8,0,0,0,0,0,0
knife_130.jpg,vandalism,0.5,0,0,0,0,0,0
knife_14.jpg,burglary,0.75,0,0,0,0,0,0
knife_15.jpg,burglary,0.75,0,0,0,0,0,0
knife_16.jpg,burglary,0.8,0,0,0,0,0,0
knife_17.jpg,burglary,0.75,0,0,0,0,0,0
knife_18.jpg,burglary,0.75,0,0,0,0,0,0
knife_19.jpg,burglary,0.75,0,0,0,0,0,0
knife_2.jpg,burglary,0.75,0,0,0,0,0,0
knife_20.jpg,burglary,0.8,0,0,0,0,0,0
knife_21.jpg,burglary,0.75,0,0,0,0,0,0
knife_22.jpg,burglary,0.75,0,0,0,0,0,0
knife_23.jpg,burglary,0.75,0,0,0,0,0,0
knife_24.jpg,burglary,0.8,0,0,0,0,0,0
knife_25.jpg,burglary,0.8,0,0,0,0,0,0
knife_26.jpg,burglary,0.75,0,0,0,0,0,0
knife_27.jpg,burglary,0.75,0,0,0,0,0,0
knife_28.jpg,burglary,0.75,0,0,0,0,0,0
knife_29.jpg,burglary,0.75,0,0,0,0,0,0
knife_3.jpg,burglary,0.75,0,0,0,0,0,0
knife_30.jpg,burglary,0.75,0,0,0,0,0,0
knife_31.jpg,burglary,0.8,0,0,0,0,0,0
knife_32.jpg,burglary,0.8,0,0,0,0,0,0
knife_33.jpg,burglary,0.75,0,0,0,0,0,0
knife_34.jpg,burglary,0.75,0,0,0,0,0,0
knife_35.jpg,burglary,0.75,0,0,0,0,0,0
knife_36.jpg,burglary,0.75,0,0,0,0,0,0
knife_37.jpg,burglary,0.75,0,0,0,0,0,0
knife_38.jpg,burglary,0.75,0,0,0,0,0,0
knife_39.jpg,burglary,0.75,0,0,0,0,0,0
knife_4.jpg,burglary,0.8,0,0,0,0,0,0
